city,timestamp,temperature,season
New York,2010-01-01,-0.8491743284602843,winter
New York,2010-01-02,-5.196039551863044,winter
New York,2010-01-03,-4.3669660853574825,winter
New York,2010-01-04,-0.4388167962781586,winter
New York,2010-01-05,-2.1734816464105453,winter
New York,2010-01-06,-2.3836620305716565,winter
New York,2010-01-07,-4.246659289439893,winter
New York,2010-01-08,3.20481173939256,winter
New York,2010-01-09,-0.001227440220118654,winter
New York,2010-01-10,-1.1875883973498316,winter
New York,2010-01-11,1.5366590090105086,winter
New York,2010-01-12,3.0796671551762804,winter
New York,2010-01-13,1.8897920145795104,winter
New York,2010-01-14,2.3006431532196787,winter
New York,2010-01-15,-2.4145765618393957,winter
New York,2010-01-16,0.15743584914853964,winter
New York,2010-01-17,4.696385227686698,winter
New York,2010-01-18,-4.452857653722337,winter
New York,2010-01-19,-1.8299339064776985,winter
New York,2010-01-20,0.8451422379565443,winter
New York,2010-01-21,-0.4381458017003642,winter
New York,2010-01-22,1.9766706327255195,winter
New York,2010-01-23,-1.1325192241493094,winter
New York,2010-01-24,-1.1479256696008102,winter
New York,2010-01-25,4.521475252616095,winter
New York,2010-01-26,2.5990308541815716,winter
New York,2010-01-27,0.9475741116591478,winter
New York,2010-01-28,-1.1948519743462211,winter
New York,2010-01-29,0.336769852927615,winter
New York,2010-01-30,0.4721346009602423,winter
New York,2010-01-31,-0.4256830439230068,winter
New York,2010-02-01,-3.487752337668427,winter
New York,2010-02-02,-3.106195581392827,winter
New York,2010-02-03,-1.3920242704740247,winter
New York,2010-02-04,-8.283106255554335,winter
New York,2010-02-05,-2.951793730654076,winter
New York,2010-02-06,7.477668392653679,winter
New York,2010-02-07,-11.597040252089245,winter
New York,2010-02-08,2.6390007970766964,winter
New York,2010-02-09,-2.4763538924078077,winter
New York,2010-02-10,2.9306033594719523,winter
New York,2010-02-11,-7.188932115614971,winter
New York,2010-02-12,-1.8528888459660318,winter
New York,2010-02-13,0.41000085467972447,winter
New York,2010-02-14,0.9447568279783193,winter
New York,2010-02-15,9.862856094003169,winter
New York,2010-02-16,-5.8313096029658675,winter
New York,2010-02-17,1.0192328075444335,winter
New York,2010-02-18,-5.114962079046576,winter
New York,2010-02-19,-6.424413523211866,winter
New York,2010-02-20,-1.928007803457803,winter
New York,2010-02-21,0.4386466652132419,winter
New York,2010-02-22,-0.1013203206659812,winter
New York,2010-02-23,3.5276282077663184,winter
New York,2010-02-24,2.210770014425011,winter
New York,2010-02-25,-7.946968431636629,winter
New York,2010-02-26,8.330332723762053,winter
New York,2010-02-27,-2.520786007045262,winter
New York,2010-02-28,-3.4955551903158493,winter
New York,2010-03-01,6.976184565606695,spring
New York,2010-03-02,5.360631689698351,spring
New York,2010-03-03,7.572014929879754,spring
New York,2010-03-04,9.916776749086484,spring
New York,2010-03-05,6.394132544688205,spring
New York,2010-03-06,10.347104983319843,spring
New York,2010-03-07,10.65166156963215,spring
New York,2010-03-08,1.7462152257636117,spring
New York,2010-03-09,9.73632633900245,spring
New York,2010-03-10,14.274691457220229,spring
New York,2010-03-11,7.994405942031433,spring
New York,2010-03-12,16.935235032906167,spring
New York,2010-03-13,2.8450727177834034,spring
New York,2010-03-14,16.873523233084327,spring
New York,2010-03-15,13.485315803043274,spring
New York,2010-03-16,15.470672520554213,spring
New York,2010-03-17,7.720878488180505,spring
New York,2010-03-18,11.967474631987772,spring
New York,2010-03-19,6.652179328081884,spring
New York,2010-03-20,17.015746582969314,spring
New York,2010-03-21,0.46572972878707475,spring
New York,2010-03-22,11.670643923663024,spring
New York,2010-03-23,19.137552729877097,spring
New York,2010-03-24,8.888478616815693,spring
New York,2010-03-25,3.8162834229938545,spring
New York,2010-03-26,11.1905784402654,spring
New York,2010-03-27,7.514649935783529,spring
New York,2010-03-28,3.5104001937934974,spring
New York,2010-03-29,7.614277398650909,spring
New York,2010-03-30,8.779623180732699,spring
New York,2010-03-31,2.257476219992279,spring
New York,2010-04-01,11.29653456188461,spring
New York,2010-04-02,8.846719577090582,spring
New York,2010-04-03,8.077246824152017,spring
New York,2010-04-04,14.146529708242362,spring
New York,2010-04-05,13.192964547052618,spring
New York,2010-04-06,18.751449789826943,spring
New York,2010-04-07,14.232952862387588,spring
New York,2010-04-08,5.9072322958796,spring
New York,2010-04-09,13.844414111696514,spring
New York,2010-04-10,10.429989003426247,spring
New York,2010-04-11,17.894791262996428,spring
New York,2010-04-12,16.34807470422149,spring
New York,2010-04-13,9.992519730448093,spring
New York,2010-04-14,13.676923373237049,spring
New York,2010-04-15,13.87190262538283,spring
New York,2010-04-16,14.141351113041344,spring
New York,2010-04-17,7.969229253977425,spring
New York,2010-04-18,12.991106734010176,spring
New York,2010-04-19,12.068113726336708,spring
New York,2010-04-20,11.583247194310244,spring
New York,2010-04-21,9.497562577868038,spring
New York,2010-04-22,11.122455923274137,spring
New York,2010-04-23,11.21604718176779,spring
New York,2010-04-24,6.996191070136053,spring
New York,2010-04-25,5.561457796950353,spring
New York,2010-04-26,13.620980756757021,spring
New York,2010-04-27,22.93362570409205,spring
New York,2010-04-28,2.0968619506285613,spring
New York,2010-04-29,5.762815208227987,spring
New York,2010-04-30,5.827248178204135,spring
New York,2010-05-01,4.193636795200834,spring
New York,2010-05-02,5.932350228371958,spring
New York,2010-05-03,13.221036274741502,spring
New York,2010-05-04,6.959913788187864,spring
New York,2010-05-05,0.13223496087460695,spring
New York,2010-05-06,7.239619539714459,spring
New York,2010-05-07,17.31938010764608,spring
New York,2010-05-08,13.042746129072418,spring
New York,2010-05-09,10.703942961388693,spring
New York,2010-05-10,14.85541604319495,spring
New York,2010-05-11,13.486639326889366,spring
New York,2010-05-12,11.101227392210951,spring
New York,2010-05-13,12.250387864866957,spring
New York,2010-05-14,0.945553048213327,spring
New York,2010-05-15,10.788665112390674,spring
New York,2010-05-16,27.5771913312567,spring
New York,2010-05-17,8.563640186104946,spring
New York,2010-05-18,10.905438943379046,spring
New York,2010-05-19,9.595023586174765,spring
New York,2010-05-20,10.489156060375914,spring
New York,2010-05-21,8.375327630362264,spring
New York,2010-05-22,2.634511256263023,spring
New York,2010-05-23,5.248187798073307,spring
New York,2010-05-24,3.306157974625542,spring
New York,2010-05-25,7.36770600260256,spring
New York,2010-05-26,4.594643466544639,spring
New York,2010-05-27,5.622846267231955,spring
New York,2010-05-28,15.35559357935665,spring
New York,2010-05-29,6.70030925982732,spring
New York,2010-05-30,11.467135028483169,spring
New York,2010-05-31,12.23031044624104,spring
New York,2010-06-01,29.801430435782542,summer
New York,2010-06-02,26.832351388654963,summer
New York,2010-06-03,34.58329195536267,summer
New York,2010-06-04,21.549726424035764,summer
New York,2010-06-05,24.140618569471492,summer
New York,2010-06-06,28.334829325797255,summer
New York,2010-06-07,31.28273574303388,summer
New York,2010-06-08,25.58084083326137,summer
New York,2010-06-09,28.838222576084803,summer
New York,2010-06-10,20.240554196397014,summer
New York,2010-06-11,19.106275019306963,summer
New York,2010-06-12,22.72379700716884,summer
New York,2010-06-13,27.993268794179528,summer
New York,2010-06-14,24.358224725014754,summer
New York,2010-06-15,20.31000047156276,summer
New York,2010-06-16,20.290585867079056,summer
New York,2010-06-17,28.07130703778161,summer
New York,2010-06-18,26.746082813641934,summer
New York,2010-06-19,25.637814004613084,summer
New York,2010-06-20,28.714584552769015,summer
New York,2010-06-21,27.351324211478765,summer
New York,2010-06-22,17.23271232045579,summer
New York,2010-06-23,27.37660930590867,summer
New York,2010-06-24,24.613621822121697,summer
New York,2010-06-25,19.066422660407405,summer
New York,2010-06-26,25.750700261735044,summer
New York,2010-06-27,25.706258810837568,summer
New York,2010-06-28,30.99705182482893,summer
New York,2010-06-29,30.69722453200156,summer
New York,2010-06-30,13.73544484427895,summer
New York,2010-07-01,15.945284884730974,summer
New York,2010-07-02,23.39992425325154,summer
New York,2010-07-03,14.733605517057775,summer
New York,2010-07-04,34.505846648021844,summer
New York,2010-07-05,30.566680180472304,summer
New York,2010-07-06,14.255183998995712,summer
New York,2010-07-07,24.271384472647995,summer
New York,2010-07-08,23.30677738896833,summer
New York,2010-07-09,28.054688166053136,summer
New York,2010-07-10,21.1636295903637,summer
New York,2010-07-11,18.367269810686793,summer
New York,2010-07-12,18.29768852865007,summer
New York,2010-07-13,23.378863313703953,summer
New York,2010-07-14,28.54983683396217,summer
New York,2010-07-15,25.943204942721557,summer
New York,2010-07-16,29.126871911858707,summer
New York,2010-07-17,30.30551178726784,summer
New York,2010-07-18,25.685962639711477,summer
New York,2010-07-19,17.058967698662634,summer
New York,2010-07-20,19.33085926968392,summer
New York,2010-07-21,29.43962551638335,summer
New York,2010-07-22,19.53588766239144,summer
New York,2010-07-23,22.457638845104867,summer
New York,2010-07-24,22.01348670118557,summer
New York,2010-07-25,16.139523599894417,summer
New York,2010-07-26,20.17891891590468,summer
New York,2010-07-27,33.76867665967095,summer
New York,2010-07-28,20.239676724684525,summer
New York,2010-07-29,22.71522624981967,summer
New York,2010-07-30,31.50800205941166,summer
New York,2010-07-31,18.343710015755256,summer
New York,2010-08-01,25.414639957896917,summer
New York,2010-08-02,16.21709065340373,summer
New York,2010-08-03,28.72754755478228,summer
New York,2010-08-04,28.660441097260303,summer
New York,2010-08-05,31.781011869301796,summer
New York,2010-08-06,24.674318823428443,summer
New York,2010-08-07,22.842568848866883,summer
New York,2010-08-08,33.25484790277184,summer
New York,2010-08-09,16.039249705416324,summer
New York,2010-08-10,23.06324190091559,summer
New York,2010-08-11,29.20178237006859,summer
New York,2010-08-12,28.068290332475865,summer
New York,2010-08-13,13.797727379936104,summer
New York,2010-08-14,12.200799224906682,summer
New York,2010-08-15,23.330055192145988,summer
New York,2010-08-16,23.910508419675956,summer
New York,2010-08-17,17.98496607221565,summer
New York,2010-08-18,31.131936179220652,summer
New York,2010-08-19,24.635462241576118,summer
New York,2010-08-20,24.142326435017658,summer
New York,2010-08-21,32.170836626022485,summer
New York,2010-08-22,27.9495704064962,summer
New York,2010-08-23,32.70876585363288,summer
New York,2010-08-24,30.714530735391612,summer
New York,2010-08-25,19.20175467818604,summer
New York,2010-08-26,19.35229060694861,summer
New York,2010-08-27,19.681847517776685,summer
New York,2010-08-28,29.717667409292545,summer
New York,2010-08-29,30.89977765702445,summer
New York,2010-08-30,31.35974064965277,summer
